2010-05-24 15:06:26 Notice: Notice (8): Undefined property:  Dwoo::$Html in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/layouts/default.ctp.d17.php, line 25]
2010-06-25 11:07:41 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:07:46 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:08:40 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:09:46 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:10:25 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:10:34 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:10:35 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:10:39 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:10:40 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:10:40 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:10:40 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:11:02 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:11:55 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:12:10 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:13:04 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:13:05 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:13:14 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:13:19 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:13:20 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:13:26 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:13:33 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:13:34 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:13:38 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:14:09 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 11:17:21 Notice: Notice (8): Undefined property:  Role::$Session in [/var/www/vhosts/vpsnet.dev/httpdocs/models/role.php, line 46]
2010-06-25 14:46:44 Notice: Notice (8): Undefined index:  date in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 47]
2010-06-25 14:48:03 Notice: Notice (8): Undefined index:  date in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 47]
2010-06-25 14:48:15 Notice: Notice (8): Undefined index:  date in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 47]
2010-06-25 14:49:19 Notice: Notice (8): Undefined index:  date in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 47]
2010-06-25 14:50:26 Notice: Notice (8): Undefined index:  date in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 47]
2010-06-25 14:50:48 Notice: Notice (8): Undefined index:  date in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 47]
2010-06-25 14:51:46 Notice: Notice (8): Undefined index:  date in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 47]
2010-06-25 16:14:20 Notice: Notice (8): Undefined index:  Workorder in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 192]
2010-06-25 16:14:20 Notice: Notice (8): Undefined offset:  2 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 194]
2010-06-25 16:14:20 Notice: Notice (8): Undefined offset:  1 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 194]
2010-06-25 16:14:20 Notice: Notice (8): Undefined index:  datetime_required_to in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 196]
2010-06-25 16:14:20 Notice: Notice (8): Undefined offset:  2 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 198]
2010-06-25 16:14:20 Notice: Notice (8): Undefined offset:  1 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 198]
2010-06-25 16:15:03 Notice: Notice (8): Undefined offset:  2 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 194]
2010-06-25 16:15:03 Notice: Notice (8): Undefined offset:  1 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 194]
2010-06-25 16:15:03 Notice: Notice (8): Undefined offset:  2 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 198]
2010-06-25 16:15:03 Notice: Notice (8): Undefined offset:  1 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 198]
2010-06-25 16:15:48 Notice: Notice (8): Undefined variable: count in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 194]
2010-06-25 16:49:09 Notice: Notice (8): Uninitialized string offset:  0 in [/var/cake/libs/view/helper.php, line 843]
2010-06-25 17:14:35 Notice: Notice (8): Undefined index:  Department in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/workorders/index.tpl.d17.php, line 41]
2010-06-25 17:14:35 Notice: Notice (8): Undefined index:  AuthorisedByUser in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/workorders/index.tpl.d17.php, line 42]
2010-06-25 17:14:35 Notice: Notice (8): Undefined index:  Car in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/workorders/index.tpl.d17.php, line 115]
2010-06-25 17:14:35 Notice: Notice (8): Undefined index:  Car in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/workorders/index.tpl.d17.php, line 117]
2010-06-25 17:14:35 Notice: Notice (8): Undefined index:  Car in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/workorders/index.tpl.d17.php, line 118]
2010-06-25 17:14:35 Notice: Notice (8): Undefined index:  Status in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/workorders/index.tpl.d17.php, line 122]
2010-06-25 17:15:22 Notice: Notice (8): Undefined index:  AuthorisedByUser in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/workorders/index.tpl.d17.php, line 42]
2010-06-28 09:27:18 Notice: Notice (8): Undefined variable: statuses in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 33]
2010-06-28 09:34:15 Notice: Notice (8): Undefined variable: date in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 260]
2010-06-28 09:34:16 Notice: Notice (8): Undefined index:  month in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/overview/all.tpl.d17.php, line 10]
2010-06-28 09:34:16 Notice: Notice (8): Undefined index:  day in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/overview/all.tpl.d17.php, line 10]
2010-06-28 09:35:25 Notice: Notice (8): Undefined variable: date in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 260]
2010-06-28 09:35:25 Notice: Notice (8): Undefined index:  month in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/overview/all.tpl.d17.php, line 10]
2010-06-28 09:35:25 Notice: Notice (8): Undefined index:  day in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/overview/all.tpl.d17.php, line 10]
2010-06-28 09:36:35 Notice: Notice (8): Undefined variable: date in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 260]
2010-06-28 09:36:35 Notice: Notice (8): Undefined index:  month in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/overview/all.tpl.d17.php, line 10]
2010-06-28 09:36:35 Notice: Notice (8): Undefined index:  day in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/overview/all.tpl.d17.php, line 10]
2010-06-28 09:43:03 Notice: Notice (8): Undefined offset:  1 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 252]
2010-06-28 09:43:03 Notice: Notice (8): Undefined offset:  2 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 253]
2010-07-19 13:53:08 Notice: Notice (8): Undefined variable: m in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 165]
2010-07-19 13:53:08 Notice: Notice (8): Undefined variable: y in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 166]
2010-07-19 13:53:08 Notice: Notice (8): Undefined variable: m in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 214]
2010-07-19 13:53:08 Notice: Notice (8): Undefined variable: y in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 215]
2010-07-30 12:21:47 Notice: Notice (8): Undefined index:  AssignedToUser in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 73]
2010-07-30 12:23:30 Notice: Notice (8): Undefined index:  AssignedToUser in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 73]
2010-07-30 12:34:04 Notice: Notice (8): Undefined index:  host in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/users_controller.php, line 19]
2010-07-30 12:34:23 Notice: Notice (8): Undefined index:  host in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/users_controller.php, line 21]
2010-08-02 09:41:32 Notice: Notice (8): Undefined offset:  0 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 374]
2010-08-02 16:20:19 Notice: Notice (8): Undefined variable: users in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/users_controller.php, line 26]
2010-08-02 16:20:19 Notice: Notice (8): Undefined variable: tmpUsers in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/users_controller.php, line 30]
2010-08-02 16:20:22 Notice: Notice (8): Undefined variable: users in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/users_controller.php, line 26]
2010-08-02 16:20:22 Notice: Notice (8): Undefined variable: tmpUsers in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/users_controller.php, line 30]
2010-08-16 11:12:45 Notice: Notice (8): Undefined variable: vusers in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 82]
2010-08-20 12:05:27 Notice: Notice (8): Undefined index:  status_id in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/workorders_controller.php, line 406]
2010-08-22 11:23:24 Notice: Notice (8): Undefined index:  role_id in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/users_controller.php, line 51]
2010-08-23 09:38:55 Notice: Notice (8): Undefined index:  year in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/overview/all.tpl.d17.php, line 12]
2010-08-23 09:39:46 Notice: Notice (8): Undefined offset:  3 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 369]
2010-08-23 09:39:51 Notice: Notice (8): Undefined offset:  3 in [/var/www/vhosts/vpsnet.dev/httpdocs/controllers/overview_controller.php, line 369]
2010-08-23 09:42:34 Notice: Notice (8): Undefined index:  year in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/overview/all.tpl.d17.php, line 12]
2010-08-23 09:43:01 Notice: Notice (8): Undefined index:  year in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/overview/all.tpl.d17.php, line 12]
2010-08-23 09:43:07 Notice: Notice (8): Undefined index:  year in [/var/www/vhosts/vpsnet.dev/httpdocs/tmp/dwoo/compile/var/www/vhosts/vpsnet.dev/httpdocs/views/overview/all.tpl.d17.php, line 12]
